Timestamp,total_particles,particles_remaining
2025-09-04T11:09:54.478100,8000,8000
2025-09-04T11:09:54.666606,8000,8000
2025-09-04T11:09:54.853401,8000,8000
2025-09-04T11:09:55.039932,8000,8000
2025-09-04T11:09:55.227036,8000,8000
2025-09-04T11:09:55.414501,8000,8000
2025-09-04T11:09:55.601148,8000,8000
2025-09-04T11:09:55.787787,8000,8000
2025-09-04T11:09:55.975474,8000,8000
2025-09-04T11:09:56.162136,8000,8000
2025-09-04T11:09:56.348584,8000,8000
2025-09-04T11:09:56.535991,8000,8000
2025-09-04T11:09:56.723338,8000,8000
2025-09-04T11:09:56.910285,8000,8000
2025-09-04T11:09:57.097218,8000,8000
2025-09-04T11:09:57.283542,8000,8000
2025-09-04T11:09:57.470422,8000,8000
2025-09-04T11:09:57.657264,8000,8000
2025-09-04T11:09:57.847165,8000,8000
2025-09-04T11:09:58.034556,8000,8000
2025-09-04T11:09:58.224522,8000,8000
2025-09-04T11:09:58.414598,8000,8000
2025-09-04T11:09:58.606125,8000,8000
2025-09-04T11:09:58.797456,8000,8000
2025-09-04T11:09:58.988698,8000,8000
2025-09-04T11:09:59.178904,8000,8000
2025-09-04T11:09:59.368910,8000,8000
2025-09-04T11:09:59.559876,8000,8000
2025-09-04T11:09:59.750439,8000,8000
2025-09-04T11:09:59.940953,8000,8000
2025-09-04T11:10:00.131561,8000,8000
2025-09-04T11:10:00.321760,8000,8000
2025-09-04T11:10:00.512448,8000,8000
2025-09-04T11:10:00.702729,8000,8000
2025-09-04T11:10:00.892386,8000,8000
2025-09-04T11:10:01.081856,8000,8000
2025-09-04T11:10:01.271390,8000,8000
2025-09-04T11:10:01.462318,8000,8000
2025-09-04T11:10:01.651858,8000,8000
2025-09-04T11:10:01.841303,8000,8000
2025-09-04T11:10:02.030240,8000,8000
2025-09-04T11:10:02.219047,8000,8000
