Timestamp,total_particles,particles_remaining
2025-09-04T11:14:28.683622,8000,8000
2025-09-04T11:14:28.870245,8000,8000
2025-09-04T11:14:29.057309,8000,8000
2025-09-04T11:14:29.244449,8000,8000
2025-09-04T11:14:29.431523,8000,8000
2025-09-04T11:14:29.618302,8000,8000
2025-09-04T11:14:29.805161,8000,8000
2025-09-04T11:14:29.991875,8000,8000
2025-09-04T11:14:30.178695,8000,8000
2025-09-04T11:14:30.365730,8000,8000
2025-09-04T11:14:30.552340,8000,8000
2025-09-04T11:14:30.739333,8000,8000
2025-09-04T11:14:30.925986,8000,8000
2025-09-04T11:14:31.112763,8000,8000
2025-09-04T11:14:31.299529,8000,8000
2025-09-04T11:14:31.485933,8000,8000
2025-09-04T11:14:31.672492,8000,8000
2025-09-04T11:14:31.859239,8000,8000
2025-09-04T11:14:32.045684,8000,8000
2025-09-04T11:14:32.232511,8000,8000
2025-09-04T11:14:32.419296,8000,8000
2025-09-04T11:14:32.605826,8000,8000
2025-09-04T11:14:32.792718,8000,8000
2025-09-04T11:14:32.979372,8000,8000
2025-09-04T11:14:33.166218,8000,8000
2025-09-04T11:14:33.353536,8000,8000
2025-09-04T11:14:33.540794,8000,8000
2025-09-04T11:14:33.727782,8000,8000
2025-09-04T11:14:33.914396,8000,8000
2025-09-04T11:14:34.101434,8000,8000
2025-09-04T11:14:34.288590,8000,8000
2025-09-04T11:14:34.475384,8000,8000
2025-09-04T11:14:34.662282,8000,8000
2025-09-04T11:14:34.848968,8000,8000
2025-09-04T11:14:35.035596,8000,8000
2025-09-04T11:14:35.222406,8000,8000
2025-09-04T11:14:35.409264,8000,8000
2025-09-04T11:14:35.596578,8000,8000
2025-09-04T11:14:35.784186,8000,8000
2025-09-04T11:14:35.971135,8000,8000
2025-09-04T11:14:36.158201,8000,8000
2025-09-04T11:14:36.345339,8000,8000
2025-09-04T11:14:36.532075,8000,8000
2025-09-04T11:14:36.719071,8000,8000
2025-09-04T11:14:36.905790,8000,8000
2025-09-04T11:14:37.092594,8000,8000
2025-09-04T11:14:37.279566,8000,8000
2025-09-04T11:14:37.466777,8000,8000
2025-09-04T11:14:37.653705,8000,8000
2025-09-04T11:14:37.840518,8000,8000
2025-09-04T11:14:38.027262,8000,8000
2025-09-04T11:14:38.214095,8000,8000
2025-09-04T11:14:38.401128,8000,8000
2025-09-04T11:14:38.588064,8000,8000
2025-09-04T11:14:38.775389,8000,8000
2025-09-04T11:14:38.962284,8000,8000
2025-09-04T11:14:39.149187,8000,8000
2025-09-04T11:14:39.336288,8000,8000
2025-09-04T11:14:39.523342,8000,8000
2025-09-04T11:14:39.710290,8000,8000
2025-09-04T11:14:39.897299,8000,8000
2025-09-04T11:14:40.084417,8000,8000
2025-09-04T11:14:40.271398,8000,8000
2025-09-04T11:14:40.458463,8000,8000
2025-09-04T11:14:40.645763,8000,8000
2025-09-04T11:14:40.832674,8000,8000
2025-09-04T11:14:41.019785,8000,8000
2025-09-04T11:14:41.207063,8000,8000
2025-09-04T11:14:41.394520,8000,8000
2025-09-04T11:14:41.581558,8000,8000
2025-09-04T11:14:41.769042,8000,8000
2025-09-04T11:14:41.955923,8000,8000
2025-09-04T11:14:42.143082,8000,8000
2025-09-04T11:14:42.329964,8000,8000
2025-09-04T11:14:42.516831,8000,8000
2025-09-04T11:14:42.703778,8000,8000
