Timestamp,total_particles,particles_remaining,distance_travelled
2026-03-05T12:18:27.508664,8000,8000,0.0
2026-03-05T12:18:27.693974,8000,8000,0.035458446540290046
2026-03-05T12:18:27.879221,8000,8000,0.06864716255701235
2026-03-05T12:18:28.064700,8000,8000,0.10508121925733609
2026-03-05T12:18:28.249916,8000,8000,0.13867978773415487
2026-03-05T12:18:28.438764,8000,8000,0.17139464045485994
2026-03-05T12:18:28.623998,8000,8000,0.2026848677243536
2026-03-05T12:18:28.809208,8000,8000,0.24105885739738217
2026-03-05T12:18:28.995066,8000,8000,0.2732385406639558
2026-03-05T12:18:29.180152,8000,8000,0.30523534851947337
2026-03-05T12:18:29.365047,8000,8000,0.34094013086445873
2026-03-05T12:18:29.550511,8000,8000,0.3736413343144805
2026-03-05T12:18:29.735566,8000,8000,0.4052230294644406
2026-03-05T12:18:29.921101,8000,8000,0.4365793604623237
2026-03-05T12:18:30.106012,8000,8000,0.47300009877055016
2026-03-05T12:18:30.291934,8000,8000,0.5066887623940315
2026-03-05T12:18:30.477282,8000,8000,0.5380324150914993
2026-03-05T12:18:30.663372,8000,8000,0.5735623776743423
2026-03-05T12:18:30.849238,8000,8000,0.6064457176906768
2026-03-05T12:18:31.034407,8000,7988,0.6309343092371255
2026-03-05T12:18:31.219443,8000,7945,0.6637256159761125
2026-03-05T12:18:31.407977,8000,7889,0.6984123572711429
2026-03-05T12:18:31.594078,8000,7857,0.7315714375885604
2026-03-05T12:18:31.779143,8000,7827,0.7629041448035868
2026-03-05T12:18:31.964205,8000,7812,0.7948785074295837
2026-03-05T12:18:32.149612,8000,7796,0.8317782144808403
2026-03-05T12:18:32.335174,8000,7782,0.8640727278798123
2026-03-05T12:18:32.520412,8000,7778,0.8954409120402045
2026-03-05T12:18:32.705878,8000,7775,0.9823263246093816
2026-03-05T12:18:32.892458,8000,7705,1.1160651061617908
2026-03-05T12:18:33.080357,8000,7647,1.2385872343341295
2026-03-05T12:18:33.265811,8000,7622,1.3428014650206208
2026-03-05T12:18:33.451791,8000,7566,1.4872784816876243
2026-03-05T12:18:33.639229,8000,7499,1.5966644513716743
2026-03-05T12:18:33.824135,8000,7428,1.751074525315883
2026-03-05T12:18:34.009439,8000,7368,1.866231029596677
2026-03-05T12:18:34.196001,8000,7332,1.9736563298311605
2026-03-05T12:18:34.381060,8000,7275,2.106696556817382
2026-03-05T12:18:34.576208,8000,7192,2.2444426623800897
2026-03-05T12:18:34.761086,8000,7126,2.3755176916187923
2026-03-05T12:18:34.946331,8000,7033,2.527904532854572
2026-03-05T12:18:35.132902,8000,6925,2.6577264109239005
2026-03-05T12:18:35.318729,8000,6829,2.7924182864694727
2026-03-05T12:18:35.511423,8000,6718,2.9316647357540915
2026-03-05T12:18:35.696482,8000,6631,3.080684442119634
2026-03-05T12:18:35.881830,8000,6547,3.224317372942024
2026-03-05T12:18:36.072476,8000,6481,3.3632003833442212
2026-03-05T12:18:36.257507,8000,6431,3.529762554668118
2026-03-05T12:18:36.444508,8000,6407,3.681307607249962
2026-03-05T12:18:36.629647,8000,6391,3.824425851450985
2026-03-05T12:18:36.816865,8000,6381,3.9326511842750667
2026-03-05T12:18:37.001844,8000,6353,4.09001802057206
2026-03-05T12:18:37.186659,8000,6301,4.218300107274586
2026-03-05T12:18:37.372096,8000,6210,4.374885806463729
