Timestamp,total_particles,particles_remaining
2025-09-04T10:56:01.473454,8000,8000
2025-09-04T10:56:01.666541,8000,8000
2025-09-04T10:56:01.857469,8000,8000
2025-09-04T10:56:02.047590,8000,8000
2025-09-04T10:56:02.237345,8000,8000
2025-09-04T10:56:02.426539,8000,8000
2025-09-04T10:56:02.615651,8000,8000
2025-09-04T10:56:02.804721,8000,8000
2025-09-04T10:56:02.993927,8000,8000
2025-09-04T10:56:03.183931,8000,8000
2025-09-04T10:56:03.373950,8000,8000
2025-09-04T10:56:03.563926,8000,8000
2025-09-04T10:56:03.753251,8000,8000
2025-09-04T10:56:03.942893,8000,8000
2025-09-04T10:56:04.132524,8000,8000
2025-09-04T10:56:04.321186,8000,8000
2025-09-04T10:56:04.510705,8000,8000
2025-09-04T10:56:04.700370,8000,8000
2025-09-04T10:56:04.889658,8000,8000
2025-09-04T10:56:05.082328,8000,8000
2025-09-04T10:56:05.271431,8000,7968
2025-09-04T10:56:05.460461,8000,7866
2025-09-04T10:56:05.650634,8000,7730
2025-09-04T10:56:05.839151,8000,7530
2025-09-04T10:56:06.027181,8000,7266
2025-09-04T10:56:06.215917,8000,7028
2025-09-04T10:56:06.403721,8000,6803
2025-09-04T10:56:09.181996,8000,3320
2025-09-04T10:56:11.240739,8000,1971
2025-09-04T10:56:13.248709,8000,1072
2025-09-04T10:56:13.435932,8000,968
2025-09-04T10:56:13.622429,8000,857
2025-09-04T10:56:13.864218,8000,688
2025-09-04T10:56:14.253169,8000,451
2025-09-04T10:56:14.439941,8000,430
2025-09-04T10:56:14.626787,8000,379
2025-09-04T10:56:14.817936,8000,314
2025-09-04T10:56:15.004879,8000,240
2025-09-04T10:56:15.191625,8000,162
2025-09-04T10:56:15.378132,8000,88
2025-09-04T10:56:15.616059,8000,43
2025-09-04T10:56:15.854762,8000,41
2025-09-04T10:56:16.041598,8000,31
2025-09-04T10:56:16.285447,8000,19
2025-09-04T10:56:16.472139,8000,12
2025-09-04T10:56:16.664023,8000,12
