Timestamp,total_particles,particles_remaining
2026-02-05T12:00:41.515863,8000,8000
2026-02-05T12:00:41.701909,8000,8000
2026-02-05T12:00:41.885857,8000,8000
2026-02-05T12:00:42.069580,8000,8000
2026-02-05T12:00:42.253760,8000,8000
2026-02-05T12:00:42.437946,8000,8000
2026-02-05T12:00:42.622240,8000,8000
2026-02-05T12:00:42.806458,8000,8000
2026-02-05T12:00:42.990522,8000,8000
2026-02-05T12:00:43.174709,8000,8000
2026-02-05T12:00:43.358757,8000,8000
2026-02-05T12:00:43.542894,8000,8000
2026-02-05T12:00:43.727474,8000,8000
2026-02-05T12:00:43.912118,8000,8000
2026-02-05T12:00:44.096711,8000,8000
2026-02-05T12:00:44.281148,8000,8000
2026-02-05T12:00:44.465450,8000,8000
2026-02-05T12:00:44.649818,8000,8000
2026-02-05T12:00:44.833559,8000,8000
2026-02-05T12:00:45.017761,8000,8000
2026-02-05T12:00:45.202638,8000,7998
2026-02-05T12:00:45.386919,8000,7975
2026-02-05T12:00:45.571373,8000,7898
2026-02-05T12:00:45.755574,8000,7785
2026-02-05T12:00:45.939788,8000,7596
2026-02-05T12:00:46.124249,8000,7319
2026-02-05T12:00:46.308241,8000,7101
2026-02-05T12:00:47.752919,8000,4994
2026-02-05T12:00:52.719905,8000,1676
2026-02-05T12:00:54.170308,8000,1308
2026-02-05T12:00:54.706633,8000,1169
2026-02-05T12:00:55.496599,8000,889
2026-02-05T12:00:55.682896,8000,810
2026-02-05T12:00:55.867012,8000,703
2026-02-05T12:00:56.104350,8000,622
2026-02-05T12:00:56.288329,8000,615
2026-02-05T12:00:56.475764,8000,615
2026-02-05T12:00:56.659859,8000,581
2026-02-05T12:00:56.849460,8000,499
2026-02-05T12:00:57.084078,8000,451
2026-02-05T12:00:57.268229,8000,384
2026-02-05T12:00:57.452549,8000,315
2026-02-05T12:00:57.688502,8000,310
2026-02-05T12:00:57.874963,8000,310
2026-02-05T12:00:58.059304,8000,310
2026-02-05T12:00:58.243609,8000,273
2026-02-05T12:00:58.427922,8000,271
2026-02-05T12:00:58.662743,8000,190
2026-02-05T12:00:58.846860,8000,190
2026-02-05T12:00:59.031030,8000,190
2026-02-05T12:00:59.218012,8000,190
2026-02-05T12:00:59.402375,8000,190
2026-02-05T12:00:59.586404,8000,190
2026-02-05T12:00:59.770577,8000,190
2026-02-05T12:00:59.954367,8000,190
2026-02-05T12:01:00.140648,8000,190
2026-02-05T12:01:00.324756,8000,190
2026-02-05T12:01:00.509045,8000,190
2026-02-05T12:01:00.692919,8000,190
2026-02-05T12:01:00.879208,8000,190
2026-02-05T12:01:01.063257,8000,142
2026-02-05T12:01:01.649276,8000,75
2026-02-05T12:01:01.833842,8000,59
2026-02-05T12:01:02.018055,8000,49
2026-02-05T12:01:02.201921,8000,49
2026-02-05T12:01:02.386192,8000,49
2026-02-05T12:01:02.570053,8000,49
2026-02-05T12:01:02.755187,8000,49
2026-02-05T12:01:02.939238,8000,49
2026-02-05T12:01:03.123164,8000,49
2026-02-05T12:01:03.307317,8000,49
2026-02-05T12:01:03.490717,8000,49
2026-02-05T12:01:03.675158,8000,49
2026-02-05T12:01:03.861069,8000,49
2026-02-05T12:01:04.045257,8000,35
2026-02-05T12:01:04.533150,8000,16
2026-02-05T12:01:04.717023,8000,16
2026-02-05T12:01:04.901143,8000,14
2026-02-05T12:01:05.085081,8000,4
2026-02-05T12:01:05.269308,8000,2
2026-02-05T12:01:05.453318,8000,2
2026-02-05T12:01:05.687846,8000,2
