Timestamp,total_particles,particles_remaining
2025-09-04T11:28:03.832185,8000,8000
2025-09-04T11:28:04.019695,8000,8000
2025-09-04T11:28:04.213515,8000,8000
2025-09-04T11:28:04.400985,8000,8000
2025-09-04T11:28:04.588381,8000,8000
2025-09-04T11:28:04.776128,8000,8000
2025-09-04T11:28:04.980666,8000,8000
2025-09-04T11:28:05.168200,8000,8000
2025-09-04T11:28:05.355399,8000,8000
2025-09-04T11:28:05.543355,8000,7958
2025-09-04T11:28:05.730853,8000,7945
2025-09-04T11:28:05.918195,8000,7944
2025-09-04T11:28:06.111204,8000,7944
2025-09-04T11:28:06.298975,8000,7944
2025-09-04T11:28:06.485899,8000,7944
2025-09-04T11:28:06.672765,8000,7944
2025-09-04T11:28:06.859036,8000,7944
2025-09-04T11:28:07.045789,8000,7944
2025-09-04T11:28:07.232993,8000,7944
2025-09-04T11:28:07.419579,8000,7944
2025-09-04T11:28:07.606481,8000,7944
2025-09-04T11:28:07.801338,8000,7944
2025-09-04T11:28:07.987879,8000,7944
2025-09-04T11:28:08.174720,8000,7944
2025-09-04T11:28:08.361427,8000,7938
2025-09-04T11:28:08.548886,8000,7929
2025-09-04T11:28:08.735858,8000,7917
2025-09-04T11:28:08.922520,8000,7906
2025-09-04T11:28:09.109382,8000,7895
2025-09-04T11:28:09.296441,8000,7880
2025-09-04T11:28:09.483645,8000,7866
2025-09-04T11:28:09.670634,8000,7858
2025-09-04T11:28:09.857479,8000,7858
2025-09-04T11:28:10.044209,8000,7858
2025-09-04T11:28:10.231088,8000,7858
2025-09-04T11:28:10.418112,8000,7858
2025-09-04T11:28:10.604766,8000,7858
2025-09-04T11:28:10.791845,8000,7858
2025-09-04T11:28:10.984575,8000,7858
2025-09-04T11:28:11.171823,8000,7858
2025-09-04T11:28:11.358508,8000,7858
2025-09-04T11:28:11.545233,8000,7858
2025-09-04T11:28:11.732187,8000,7858
2025-09-04T11:28:11.919223,8000,7858
2025-09-04T11:28:12.106241,8000,7858
2025-09-04T11:28:12.295520,8000,7858
2025-09-04T11:28:12.484406,8000,7858
2025-09-04T11:28:12.671425,8000,7858
2025-09-04T11:28:12.858592,8000,7833
2025-09-04T11:28:13.045300,8000,7795
2025-09-04T11:28:13.232592,8000,7696
2025-09-04T11:28:13.419313,8000,7618
2025-09-04T11:28:13.606520,8000,7491
2025-09-04T11:28:13.793365,8000,7381
2025-09-04T11:28:13.980182,8000,7285
2025-09-04T11:28:14.170801,8000,7223
2025-09-04T11:28:14.361134,8000,7150
2025-09-04T11:28:14.552568,8000,7099
2025-09-04T11:28:14.743179,8000,7036
2025-09-04T11:28:14.931128,8000,6990
2025-09-04T11:28:15.120167,8000,6938
2025-09-04T11:28:15.308281,8000,6901
2025-09-04T11:28:15.497646,8000,6888
2025-09-04T11:28:15.687185,8000,6881
2025-09-04T11:28:15.876997,8000,6880
2025-09-04T11:28:16.066322,8000,6880
2025-09-04T11:28:16.255484,8000,6880
2025-09-04T11:28:16.444476,8000,6879
2025-09-04T11:28:16.635316,8000,6879
2025-09-04T11:28:16.824916,8000,6879
2025-09-04T11:28:17.014771,8000,6879
2025-09-04T11:28:17.203479,8000,6875
2025-09-04T11:28:17.392455,8000,6859
2025-09-04T11:28:17.581743,8000,6850
2025-09-04T11:28:17.776534,8000,6784
2025-09-04T11:28:17.975409,8000,6699
2025-09-04T11:28:18.167320,8000,6619
2025-09-04T11:28:18.355823,8000,6526
2025-09-04T11:28:18.544003,8000,6437
2025-09-04T11:28:18.732236,8000,6372
2025-09-04T11:28:18.920918,8000,6298
2025-09-04T11:28:19.117434,8000,6210
2025-09-04T11:28:19.307550,8000,6135
2025-09-04T11:28:19.495886,8000,6014
2025-09-04T11:28:19.685143,8000,5912
2025-09-04T11:28:19.873339,8000,5753
2025-09-04T11:28:20.066591,8000,5605
2025-09-04T11:28:20.254264,8000,5482
2025-09-04T11:28:20.441712,8000,5346
2025-09-04T11:28:20.635596,8000,5246
2025-09-04T11:28:20.823877,8000,5160
2025-09-04T11:28:21.011864,8000,5114
2025-09-04T11:28:21.199279,8000,5080
2025-09-04T11:28:21.386910,8000,5068
2025-09-04T11:28:21.574433,8000,5067
2025-09-04T11:28:21.761876,8000,5067
2025-09-04T11:28:21.949619,8000,5067
2025-09-04T11:28:22.138003,8000,5067
2025-09-04T11:28:22.325192,8000,5067
