Timestamp,total_particles,particles_remaining,distance_travelled
2026-02-26T13:21:17.375346,8000,8000,0.06143030442877719
2026-02-26T13:21:17.561000,8000,8000,0.20881070439111443
2026-02-26T13:21:17.746496,8000,8000,0.393600735463815
2026-02-26T13:21:17.932022,8000,8000,0.5851574580981247
2026-02-26T13:21:18.117305,8000,8000,0.7828481583546036
2026-02-26T13:21:18.302474,8000,8000,0.9907670380032545
2026-02-26T13:21:18.487561,8000,8000,1.2019974150348458
2026-02-26T13:21:18.673262,8000,7967,1.4494269659924177
2026-02-26T13:21:18.858596,8000,7893,1.6728194280811084
2026-02-26T13:21:19.043750,8000,7884,1.9165143116938417
2026-02-26T13:21:19.228833,8000,7884,2.142836403060599
2026-02-26T13:21:19.414554,8000,7884,2.314770787459038
2026-02-26T13:21:19.599958,8000,7884,2.488779439804261
2026-02-26T13:21:19.785327,8000,7884,2.67689770430639
2026-02-26T13:21:19.974896,8000,7884,2.840584299924913
2026-02-26T13:21:20.160283,8000,7880,2.9938834142311337
2026-02-26T13:21:20.346019,8000,7855,3.1393837223339505
2026-02-26T13:21:20.531237,8000,7803,3.298746078780317
2026-02-26T13:21:20.717444,8000,7764,3.4346763815027024
2026-02-26T13:21:20.902653,8000,7722,3.5655711021234615
2026-02-26T13:21:21.089832,8000,7706,3.6948223427840254
2026-02-26T13:21:21.275327,8000,7701,3.836625608227426
2026-02-26T13:21:21.462774,8000,7688,3.966659509780388
2026-02-26T13:21:21.648734,8000,7673,4.109811375194121
2026-02-26T13:21:21.840672,8000,7657,4.243191365151089
2026-02-26T13:21:22.026010,8000,7645,4.3902341727856875
2026-02-26T13:21:22.216149,8000,7633,4.5303992534650055
2026-02-26T13:21:22.401473,8000,7626,4.670041060756614
2026-02-26T13:21:22.586785,8000,7625,4.813438049733225
2026-02-26T13:21:22.771973,8000,7625,4.984690429665671
2026-02-26T13:21:22.957363,8000,7625,5.135481448955303
2026-02-26T13:21:23.142958,8000,7625,5.286997124680288
2026-02-26T13:21:23.327919,8000,7625,5.442642391948972
2026-02-26T13:21:23.515088,8000,7625,5.579944685588522
2026-02-26T13:21:23.700361,8000,7625,5.73400482763537
2026-02-26T13:21:23.885734,8000,7625,5.882658625866748
2026-02-26T13:21:24.072107,8000,7625,6.006980440756175
2026-02-26T13:21:24.257450,8000,7625,6.190892006855728
2026-02-26T13:21:24.442513,8000,7576,6.367934376254019
2026-02-26T13:21:24.627794,8000,7501,6.555787694163766
2026-02-26T13:21:24.813153,8000,7432,6.724038687851819
2026-02-26T13:21:25.002122,8000,7364,6.870927928764147
2026-02-26T13:21:25.186986,8000,7296,7.017564431163781
2026-02-26T13:21:25.372423,8000,7224,7.171427753714958
2026-02-26T13:21:25.561445,8000,7161,7.306390931810693
2026-02-26T13:21:25.746548,8000,7099,7.433919226312565
2026-02-26T13:21:25.931681,8000,7031,7.563278506667787
2026-02-26T13:21:26.120092,8000,6963,7.710373040887824
2026-02-26T13:21:26.306069,8000,6903,7.846153569531983
2026-02-26T13:21:26.491661,8000,6857,7.994385070083907
2026-02-26T13:21:26.677593,8000,6828,8.129661460196465
2026-02-26T13:21:26.862747,8000,6804,8.26435810190942
2026-02-26T13:21:27.047895,8000,6788,8.405461872399824
2026-02-26T13:21:27.233971,8000,6782,8.572348605607091
2026-02-26T13:21:27.419837,8000,6774,8.725212745554437
2026-02-26T13:21:27.605074,8000,6769,8.87626568904834
2026-02-26T13:21:27.790628,8000,6764,9.052660510635521
2026-02-26T13:21:27.975927,8000,6764,9.214408884517283
2026-02-26T13:21:28.162618,8000,6764,9.340518545948159
2026-02-26T13:21:28.347910,8000,6735,9.488101712342752
2026-02-26T13:21:28.533295,8000,6686,9.643522471226943
2026-02-26T13:21:28.718623,8000,6670,9.76553266430172
2026-02-26T13:21:28.903639,8000,6604,9.95389776007164
2026-02-26T13:21:29.089569,8000,6523,10.162437379696293
2026-02-26T13:21:29.275235,8000,6452,10.345879749779842
2026-02-26T13:21:29.460574,8000,6398,10.512378866015414
2026-02-26T13:21:29.645655,8000,6355,10.670205881228883
2026-02-26T13:21:29.831023,8000,6318,10.841206888415956
2026-02-26T13:21:30.017636,8000,6297,10.980072726696926
2026-02-26T13:21:30.204864,8000,6287,11.110785008113469
2026-02-26T13:21:30.390069,8000,6269,11.252575919576543
2026-02-26T13:21:30.576620,8000,6222,11.381779966605043
2026-02-26T13:21:30.763340,8000,6097,11.512159230412813
2026-02-26T13:21:30.948369,8000,5930,11.650979012991124
2026-02-26T13:21:31.133445,8000,5737,11.819257051492828
2026-02-26T13:21:31.319544,8000,5597,11.95309898411304
2026-02-26T13:21:31.504788,8000,5488,12.08761290187141
2026-02-26T13:21:31.690222,8000,5401,12.246159799786671
2026-02-26T13:21:31.879350,8000,5357,12.389905905095356
2026-02-26T13:21:32.064259,8000,5338,12.539094170547745
2026-02-26T13:21:32.249643,8000,5333,12.717689153165866
2026-02-26T13:21:32.435613,8000,5333,12.884233432747674
2026-02-26T13:21:32.621894,8000,5333,13.048679736848758
2026-02-26T13:21:32.808825,8000,5333,13.18008430463614
2026-02-26T13:21:32.994617,8000,5333,13.333947952558463
2026-02-26T13:21:33.180191,8000,5333,13.454986412830316
2026-02-26T13:21:33.366140,8000,5325,13.612099460375434
2026-02-26T13:21:33.551135,8000,5282,13.82675506760629
2026-02-26T13:21:33.736238,8000,5240,14.004463621045957
2026-02-26T13:21:33.921988,8000,5210,14.177706898845177
2026-02-26T13:21:34.107133,8000,5203,14.356773236715075
2026-02-26T13:21:34.292370,8000,5201,14.493156831361187
2026-02-26T13:21:34.477987,8000,5199,14.650487388705468
2026-02-26T13:21:34.663398,8000,5199,14.769291566810667
2026-02-26T13:21:34.848615,8000,5199,14.915128478768969
2026-02-26T13:21:35.035311,8000,5177,15.047962015115942
2026-02-26T13:21:35.220791,8000,5127,15.177083292960175
2026-02-26T13:21:35.405742,8000,4990,15.326967686088908
2026-02-26T13:21:35.591099,8000,4833,15.476580488614623
2026-02-26T13:21:35.776435,8000,4696,15.618672613646693
