Timestamp,particles_remaining,distance_travelled
4.224611282348633,7749,0.7099217224141766
5.293282985687256,7703,0.8889087084425893
6.335706949234009,7550,1.1271318446893694
7.318675994873047,7347,1.4123881959668072
8.193718910217285,7222,1.6266611682241703
9.053310871124268,7025,1.803940810435041
10.011876344680786,6691,2.1003120597482234
11.0613534450531,6321,2.450816965148051
11.989366292953491,6016,2.873160251590417
12.42850923538208,5857,2.9572310157820447
13.019691228866577,5706,3.1139666676711464
13.532450199127197,5556,3.2385658615008928
14.063126564025879,5359,3.4816088900888427
14.832307577133179,5215,3.775144181350213
15.359846830368042,5144,3.9253082229170877
16.086141109466553,4894,4.277295437172033
16.497697591781616,4718,4.404148579663757
17.31683874130249,4570,4.792739805845059
17.597625494003296,4570,4.865682701218303
17.896465063095093,4570,4.88423302789665
18.34193229675293,4570,5.002693672509035
19.03756833076477,4547,5.347980947774961
20.048243045806885,4547,5.834722634637648
20.81105065345764,4547,6.2404538512585415
21.584193229675293,4547,6.552620352740268
22.294111728668213,4540,6.823583592908331
22.723682403564453,4529,6.962404243128702
23.438006162643433,4506,7.277072936117928
24.190452814102173,4360,7.605580381027294
24.79464626312256,4268,7.790355377933714
25.337040185928345,4214,7.965572004617984
25.78496789932251,4135,8.152568200580857
26.330307006835938,4048,8.383239735659473
27.028644561767578,3932,8.710455424798985
27.30244207382202,3886,8.778014550077867
27.584702491760254,3861,8.80090972336176
28.10310673713684,3832,8.922104649556635
28.79628562927246,3832,9.203358008297966
29.13836693763733,3832,9.31372438259614
29.70984721183777,3824,9.59420957722162
30.134572982788086,3801,9.759973998435129
30.405149698257446,3796,9.829391066040305
30.948874711990356,3796,9.977456466570228
31.54641628265381,3772,10.352323200732018
31.836774587631226,3766,10.43200842138411
32.296870470047,3766,10.57737429308106
33.03271198272705,3766,10.978868602726582
33.98337531089783,3757,11.507366895470813
35.12879204750061,3757,11.855550094036838
36.39685273170471,3624,12.353265526587986
37.34222722053528,3465,12.59758165067819
38.29226088523865,3266,12.86572459940851
39.35679292678833,2892,13.243385753841267
40.154412508010864,2684,13.452213912521866
41.3494930267334,2370,13.905256360343666
41.76382827758789,2303,13.9691101637644
42.10400581359863,2292,14.080462305617809
42.89106369018555,2194,14.428865850450533
43.944814920425415,2127,14.895037687127767
44.94143033027649,2005,15.276334660247992
45.88555192947388,1859,15.54285308320806
46.84934329986572,1750,15.93481546808847
47.52961850166321,1578,16.256475896466373
48.15538573265076,1534,16.478623868713107
48.533196687698364,1473,16.55854815070792
49.298651933670044,1330,16.799591248613982
49.864176511764526,1191,16.971603559213627
50.09375357627869,1122,17.029656032657883
50.38343787193298,1070,17.049257886407556
51.234522342681885,960,17.42647858133551
51.92821383476257,823,17.79033685170809
52.243468046188354,743,17.870221628898143
52.65120601654053,635,17.95370562111455
53.2367103099823,531,18.194378769746585
53.82115459442139,394,18.444192534794237
54.34301209449768,333,18.701343540400828
54.58922600746155,306,18.77506867708602
55.256391763687134,285,18.980452172416467
55.87019872665405,285,19.333133427941267
56.39039587974548,285,19.68658076510028
57.01479196548462,282,20.016084435779902
57.33507561683655,281,20.09436648271046
58.105144739151,281,20.414728456746374
58.55012273788452,281,20.524111315489723
59.24819564819336,281,20.90433363066299
59.437485456466675,281,20.96806620950135
59.677605390548706,281,20.989399755303676
60.354488134384155,281,21.293481945120032
60.606396436691284,281,21.367837527464594
61.36978459358215,237,21.693222063635286
61.90373516082764,237,21.89431760123368
62.887980461120605,219,22.426276854523543
63.69568920135498,218,22.74041501592794
64.59378027915955,174,23.17338479024636
64.87672567367554,174,23.20114614770817
65.28785848617554,174,23.251887899262766
66.14271068572998,174,23.693021916946037
66.5599000453949,174,23.76851823224508
67.27986335754395,174,24.152858749406814
67.78302955627441,174,24.376367082876477
68.04932379722595,174,24.449724407243313
68.78279995918274,145,24.71625820165908
69.4830527305603,107,25.07717907598404
69.75049448013306,106,25.147717191385187
70.22385835647583,106,25.2712679180494
70.52458834648132,106,25.34772522764301
70.82320141792297,106,25.362111077311187
71.48139190673828,106,25.606519665309957
71.97969365119934,106,25.854402187482727
72.39987802505493,106,26.034061965692125
72.82345652580261,106,26.17932144618858
73.36883068084717,97,26.414386598154394
73.75369644165039,78,26.56750178637173
74.18417096138,61,26.719186131422127
74.54593133926392,61,26.81895227608745
75.510751247406,61,27.296885583928844
76.26577806472778,61,27.692347706958063
76.84354257583618,61,27.9523727953244
77.35731649398804,61,28.189727242818126
77.8394136428833,61,28.36221134087404
78.36327171325684,61,28.583427039882412
79.02565932273865,61,28.905800577733885
79.75360536575317,42,29.306823798100716
79.94782400131226,42,29.36975164116865
