Timestamp,particles_remaining,distance_travelled
6.672514915466309,7765,1.017786695989195
8.681806087493896,7592,1.2589849337217514
10.529196500778198,7515,1.3538291003377159
12.361769676208496,7482,1.4605971850451867
14.277579069137573,7408,1.6545481169626688
16.099271774291992,7399,1.7793949473450432
18.14025855064392,7374,2.0845421842186047
20.190462350845337,7265,2.4221721527551545
22.252880811691284,7149,2.7501226927495805
24.150574207305908,6976,2.990297583111591
26.45656943321228,6784,3.539901550391502
28.362083673477173,6727,3.772033561006224
30.471877336502075,6473,4.184684136626306
32.21772861480713,6388,4.350665176749312
33.960819244384766,6327,4.603298941831806
35.70326638221741,6106,4.90319208392224
37.50688695907593,5878,5.199583653050118
39.03354740142822,5704,5.3649912737455985
40.832308530807495,5362,5.793520783429278
42.553282499313354,5238,6.213874217410539
43.09326672554016,5166,6.390701558432119
44.069299936294556,5053,6.859431364397283
44.85677695274353,4992,7.179774435750336
45.85881567001343,4910,7.577234885954396
46.962692737579346,4782,7.929874278542809
47.77352166175842,4712,8.219067945188803
48.05842113494873,4709,8.264828229939354
48.61840772628784,4707,8.38800282357521
49.36046767234802,4697,8.77532127356254
50.177704095840454,4637,9.170747758354723
50.59118437767029,4637,9.268496741581059
50.90209078788757,4637,9.351712668974676
53.13999128341675,4626,9.86822312470593
54.64371347427368,4554,10.123793972676618
56.678261280059814,4446,10.631604976425486
58.29502248764038,4341,11.002298015364085
59.80768585205078,4164,11.386304129102008
61.210856437683105,3949,11.72126747952033
62.0487117767334,3809,12.0450277026493
62.75333786010742,3720,12.22396390759434
63.56169366836548,3634,12.53711665776671
64.31760811805725,3454,12.867117749645066
65.04873275756836,3243,13.208857659707519
65.62155961990356,3124,13.406187326075367
66.17557692527771,3092,13.588465791393359
66.92447638511658,3078,13.85118873996357
67.86710262298584,3035,14.178126292506127
69.29805898666382,3012,14.580157537904519
70.48757815361023,2941,14.874383921470418
71.3540587425232,2894,15.015754413731257
73.18599772453308,2652,15.680744170984708
74.56508445739746,2467,16.153734748005192
75.59635925292969,2305,16.49842825829409
76.42504072189331,2094,16.861431975164216
77.0042507648468,2012,17.045172073512628
77.72320699691772,1882,17.376482814625017
78.57175517082214,1719,17.753866285450737
79.01473474502563,1674,17.840884770336
80.14331412315369,1542,18.223534228729438
80.84383130073547,1494,18.427822861456367
81.53159999847412,1480,18.767158320789513
82.15227723121643,1480,18.974213128950627
83.05709981918335,1480,19.357328183943363
83.3663547039032,1480,19.39575422117875
84.3009204864502,1451,19.801463904787173
84.96447944641113,1438,20.069526007731984
86.13530611991882,1438,20.533511766766306
87.23963475227356,1438,20.989585202537455
88.11362934112549,1430,21.366958261031346
88.8025484085083,1391,21.58424589209421
89.48618912696838,1299,21.800151519306464
90.21791553497314,1138,22.074005987326593
90.76471376419067,1040,22.215874453719646
91.61180710792542,881,22.58586826483165
92.30081820487976,866,22.82072398578316
93.30514764785767,767,23.237912497408715
93.76497554779053,704,23.32807095453883
94.59977602958679,555,23.64636125983498
95.34933066368103,463,23.94634091658394
95.85795068740845,425,24.128049164429786
96.37378883361816,425,24.27355150397939
97.18955254554749,425,24.683996735667623
97.55758380889893,425,24.77030183958957
98.27651238441467,413,25.00199509443198
98.79440951347351,404,25.19468489889778
99.59001016616821,404,25.59282113346408
100.85264849662781,393,26.20738884437247
101.19594836235046,393,26.23345938192458
102.26400351524353,384,26.642448918899547
103.39919233322144,339,27.047924858797476
104.04193663597107,339,27.21961065050976
104.87557125091553,339,27.61150160095766
105.6572732925415,339,27.960507181683038
106.66170597076416,339,28.443965871325368
107.39183592796326,250,28.751865466835305
107.891934633255,208,28.853687582433636
108.38366103172302,172,28.989281357980786
108.95494079589844,127,29.181518166823547
109.69144082069397,55,29.528470708072902
110.00237321853638,42,29.61483871985809
110.51791954040527,35,29.705511999110698
111.15920305252075,5,30.05136860526125
